probe	entrez	gene	pval.exp	odds.exp	pval.anthr	odds.exp.1	pval.expAnth	odds.expAnth	adjpval
201353_s_at	11176	BAZ2A	0.00173330768329849	0.212110282786444	7.58094005592902e-05	3.99972244863984	0.00038084775029823	5.99551734101632	0.0798746283911513
201354_s_at	11176	BAZ2A	0.00168423012533714	0.180021845328444	5.85305699831729e-05	3.82774037282646	0.000451642450906231	6.00007912547349	0.0798746283911513
208741_at	10284	SAP18	0.00103855292050281	0.20220828209878	6.25374617307939e-05	4.86916672404054	0.000460943127972513	7.17605200753717	0.0798746283911513
204900_x_at	8819	SAP30	0.00178387833978488	4.62426389030636	5.30925316455377e-05	2.80477158199594	0.000578801655008343	0.204602452311438	0.0798746283911513
204667_at	3169	FOXA1	0.00124998923546438	0.477169788530399	8.9306491629304e-05	1.5798280433127	0.00117427092409106	4.09826519015141	0.108243370912013
212452_x_at	23522	KAT6B	0.00471965531376484	0.127655539960274	0.000171786657388595	7.13864394348366	0.00117828993716873	9.32638104128264	0.108243370912013
205448_s_at	7786	MAP3K12	0.00596257750297935	0.232404953932323	0.000137086164036515	4.14677468308953	0.0013726514427248	5.0772583035282	0.108243370912013
203358_s_at	2146	EZH2	0.00671947815802809	3.627931925909	0.000172161111543945	2.87910069743062	0.00181633861571973	0.253692683493199	0.113198418633569
205447_s_at	7786	MAP3K12	0.0077755026994436	0.206307468500466	0.00023244244093501	4.35896821338072	0.00210090436063559	5.13571992279138	0.113198418633569
204899_s_at	8819	SAP30	0.00520835690273014	3.81285744847094	0.000109150053311913	2.63393951054295	0.00225574440080745	0.259460876987996	0.113198418633569
214496_x_at	23522	KAT6B	0.0074805432162508	0.147636702853582	0.000232721590513241	6.74877801640939	0.00225576558871243	8.26915422160563	0.113198418633569
212079_s_at	4297	KMT2A	0.0109731260818091	0.273616842593503	0.000157463969693739	4.22216916682202	0.00268727309943639	4.16531251302477	0.123614562574074
219623_at	79913	ACTR5	0.00898348195492893	0.256990041872988	0.000206274357718583	3.6307928903566	0.00345907214424712	4.05548712411595	0.144681498134499
201643_x_at	51780	KDM3B	0.0151000866460634	0.320429117157549	0.000179311292756612	2.91648758114785	0.00378976359445327	3.8611181536428	0.144681498134499
202383_at	8242	KDM5C	0.0149034773794572	0.257730604557973	0.000205050974265153	3.51301838358903	0.00393156244930704	4.30285791116472	0.144681498134499
215437_x_at	11176	BAZ2A	0.0148786053289086	0.316011800401461	0.000174413578262977	3.66404330610663	0.00454816015864978	3.52520551459848	0.145007826998781
216711_s_at	6872	TAF1	0.011511663139625	0.253827905225137	0.000229000601984497	3.73988168266352	0.00469194553949337	3.95649194559478	0.145007826998781
41387_r_at	23135	KDM6B	0.00760042393702931	0.309965406157666	0.000234003818663342	3.72520557841924	0.00519527207184967	4.53892935679019	0.145007826998781
211874_s_at	23522	KAT6B	0.0194055413508127	0.200114928587667	0.000347146477008176	5.90745999827271	0.00550211484747676	5.97999392939527	0.145007826998781
212492_s_at	23030	KDM4B	0.0203338447929196	0.288780209215057	0.00042351318607281	4.05509862166499	0.00569113083545414	4.23872890788087	0.145007826998781
212076_at	4297	KMT2A	0.00759868385559193	0.228463749301375	0.000337446465887625	4.14706624377959	0.00601079473813049	4.0510735720608	0.145007826998781
210053_at	6877	TAF5	0.0218678300447447	2.70431783348914	0.000221049432059583	2.72570178360015	0.0061569773561635	0.291784254881483	0.145007826998781
219847_at	79885	HDAC11	0.0220297294576262	0.235095360434327	0.000250361613707506	4.62355141435805	0.00622143902390704	4.51027365499542	0.145007826998781
212275_s_at	10847	SRCAP	0.0156107578208272	0.20245689726854	0.00037615535225366	4.53322690428954	0.0065914269061198	4.80891084881529	0.145007826998781
212496_s_at	23030	KDM4B	0.0264956298451605	0.280394503265467	0.000480312557769258	3.82064669519836	0.007139035155032	4.15314552111163	0.145007826998781
219084_at	64324	NSD1	0.0167971147051017	0.293101795272753	0.00045973591040982	4.23139906896852	0.00732805871378217	4.53383283007528	0.145007826998781
207138_at	5253	PHF2	0.0111593975868594	0.187188235627421	0.000298410446972985	5.00124566292249	0.00769960279521664	4.85873137161993	0.145007826998781
216023_at	23030	KDM4B	0.0279360895657094	0.32327329554775	0.000313358889602156	4.07415358532898	0.00794697337429617	3.46241730937578	0.145007826998781
219497_s_at	53335	BCL11A	0.00608031920721885	1.73406489460617	0.000412415308600145	2.28302686362028	0.00819762704248339	0.343278480126847	0.145007826998781
215616_s_at	23030	KDM4B	0.0231316460350119	0.221967929065625	0.000502619122618841	4.9356609788702	0.0082683122429833	4.47182403255769	0.145007826998781
